Student_ID,Name,Gender,Age,Education_Level,Discipline,Skills,Preferred_Location,Fallback_City,Sector_Interest,Category,District_Type,CGPA,Percentage,Availability,Preferred_Mode,Languages_Known,Experience_Level,Project_Experience,Num_Projects,Aptitude_Score,Soft_Skills_Rating,Relocation_Willingness,Smart_City_Preference,Smart_Domain_Interest
S01055,Dalbir Savant,Other,23,PhD,Arts,"ML, C++, Cloud, Web Dev",Coimbatore,Chennai,Agriculture,OBC,Rural,7.62,58,Full-time,Hybrid,Regional,1-2 years,No,6,88,3,Yes,Noida,Waste Management
S01056,Advika Ramanathan,Male,25,UG,Management,Java,Hyderabad,Warangal,Healthcare,ST,Urban,9.23,62,Full-time,Offline,English,2+ years,No,3,88,4,Yes,Gurugram,Mobility
S01057,Amrita Ben,Female,30,PG,Science,"SQL, AI, Cybersecurity, Web Dev",Gurugram,Delhi,Finance,GEN,Rural,9.8,77,Full-time,Offline,"Regional, English",2+ years,Yes,5,79,5,No,Noida,Energy
S01058,Aarav Khare,Other,28,UG,Arts,"Finance, Marketing, App Dev, AI",Bangalore,Mysuru,E-Governance,SC,Aspirational,7.96,96,Part-time,Offline,"Regional, English",1-2 years,Yes,4,72,4,No,Warangal,Healthcare
S01059,Libni Saini,Other,19,UG,Science,"Marketing, Public Policy, Java, SQL",Kanpur,Bangalore,Public Policy,ST,Aspirational,8.62,64,Full-time,Hybrid,"English, Regional",1-2 years,Yes,0,59,4,No,Noida,Energy
S01060,Falak Sabharwal,Other,19,PhD,Management,"SQL, Blockchain, Finance",Chennai,Coimbatore,Healthcare,GEN,Aspirational,7.42,94,Part-time,Online,Regional,2+ years,No,6,40,5,No,Gurugram,Governance
S01061,Rushil De,Male,22,PhD,Commerce,"Cloud, Python",Surat,Vadodara,E-Governance,GEN,Rural,5.08,55,Part-time,Online,Regional,Fresher,Yes,5,71,4,No,Warangal,Waste Management
S01062,Hemangini Sarna,Female,22,PhD,Engineering,"Data Science, Public Policy, Python, ML",Bhopal,Indore,Healthcare,ST,Aspirational,5.42,62,Full-time,Offline,"English, Regional",2+ years,No,2,95,2,No,Chandigarh,Water Supply
S01063,Divya Kar,Female,28,PhD,Management,"Python, IoT, Java, Marketing",Coimbatore,Chennai,IT,SC,Rural,8.77,89,Part-time,Offline,Regional,2+ years,No,2,78,4,Yes,Warangal,Waste Management
S01064,Nathaniel Mukherjee,Male,24,UG,Engineering,AI,Chennai,Coimbatore,Manufacturing,EWS,Urban,5.42,75,Full-time,Hybrid,Hindi,Fresher,No,1,40,2,Yes,Coimbatore,Healthcare
S01065,Ganga Reddy,Female,19,PG,Management,"App Dev, C++, Cloud, Data Science",Kanpur,Mumbai,Healthcare,SC,Rural,9.23,67,Part-time,Hybrid,"English, Regional",2+ years,No,5,63,2,No,Chandigarh,Healthcare
S01066,Dhriti Halder,Other,28,PG,Science,"Data Science, AI",Ahmedabad,Surat,Smart Mobility,OBC,Urban,7.85,71,Part-time,Offline,"English, Hindi",Fresher,No,3,89,2,No,Bhopal,Governance
S01067,Aahana Divan,Female,24,PhD,Commerce,C++,Coimbatore,Pune,Agriculture,SC,Urban,7.82,78,Part-time,Hybrid,"Regional, English",1-2 years,Yes,6,98,5,Yes,Mysuru,Energy
S01068,Baghyawati Oza,Other,23,PhD,Engineering,"Blockchain, Java, Python, Finance",Chennai,Coimbatore,Finance,ST,Urban,7.21,82,Part-time,Hybrid,"English, Hindi",Fresher,No,6,86,2,No,Noida,Mobility
S01069,Lipika Tandon,Other,20,UG,Commerce,App Dev,Delhi,Gurugram,IT,GEN,Rural,5.4,72,Full-time,Hybrid,English,Fresher,No,3,51,1,Yes,Jaipur,Healthcare
S01070,Ganga Gala,Male,24,PG,Science,C++,Ahmedabad,Surat,Agriculture,EWS,Aspirational,7.38,55,Part-time,Online,"Hindi, Regional",1-2 years,No,3,59,5,No,Delhi,Energy
S01071,Leela Raval,Other,18,PhD,Science,Java,Chennai,Coimbatore,Smart Mobility,GEN,Aspirational,8.3,60,Part-time,Online,"Hindi, Regional",Fresher,Yes,0,88,1,Yes,Noida,Healthcare
S01072,Qabil Lalla,Other,20,PG,Commerce,"AI, Cybersecurity, Python, Data Science",Jaipur,Delhi,Public Policy,SC,Aspirational,7.29,98,Full-time,Hybrid,English,1-2 years,Yes,6,68,1,Yes,Gurugram,Waste Management
S01073,Advay Som,Other,27,PhD,Science,"Web Dev, App Dev, Finance",Chandigarh,Delhi,E-Governance,OBC,Rural,5.94,78,Full-time,Hybrid,Regional,1-2 years,Yes,4,44,1,Yes,Chennai,Water Supply
S01074,Frado Ranganathan,Female,18,PG,Arts,"Marketing, App Dev, Java",Chennai,Coimbatore,Public Policy,ST,Urban,5.72,69,Full-time,Hybrid,"English, Regional",1-2 years,No,1,87,3,No,Guwahati,Water Supply
S01075,Anvi Yohannan,Male,20,PhD,Arts,"C++, App Dev",Coimbatore,Chennai,E-Governance,EWS,Urban,8.16,64,Part-time,Offline,"Regional, English",1-2 years,No,2,75,3,Yes,Nagpur,Governance
S01076,Dakshesh Bala,Other,29,PhD,Engineering,Data Science,Patna,Gaya,Research,GEN,Aspirational,6.96,84,Part-time,Online,Hindi,Fresher,No,0,56,5,Yes,Pune,Energy
S01077,Isaiah Gandhi,Female,30,PG,Arts,"Data Science, Java, ML",Kolkata,Durgapur,Public Policy,OBC,Urban,5.26,55,Full-time,Hybrid,English,1-2 years,Yes,4,53,4,No,Lucknow,Mobility
S01078,Fitan Balasubramanian,Other,27,PhD,Arts,"Cloud, IoT, Public Policy",Jaipur,Delhi,Smart Mobility,SC,Rural,5.55,58,Full-time,Offline,Regional,2+ years,No,0,70,1,No,Indore,Energy
S01079,Amrita Saha,Other,19,PhD,Engineering,"ML, IoT",Bangalore,Mysuru,IT,SC,Rural,8.08,95,Part-time,Hybrid,English,1-2 years,Yes,6,79,3,No,Jaipur,Waste Management
S01080,Arjun Gopal,Male,29,PhD,Arts,"App Dev, AI, Web Dev, Public Policy",Bhopal,Indore,Finance,GEN,Rural,8.44,82,Full-time,Hybrid,Hindi,1-2 years,Yes,5,54,2,No,Indore,Healthcare
S01081,Bakhshi Kohli,Male,26,UG,Engineering,"App Dev, Marketing, Python",Vadodara,Pune,IT,EWS,Rural,9.24,92,Part-time,Offline,"Hindi, Regional",Fresher,Yes,1,51,3,No,Durgapur,Waste Management
S01082,Balvan Nori,Other,23,PhD,Arts,"App Dev, C++, ML, Web Dev",Jaipur,Delhi,Public Policy,OBC,Aspirational,8.75,64,Part-time,Online,Regional,1-2 years,No,4,100,2,No,Coimbatore,Energy
S01083,Ekaja Chada,Female,22,PhD,Engineering,"ML, Python, Public Policy, AI",Bhopal,Indore,E-Governance,SC,Rural,6.4,95,Full-time,Online,Hindi,2+ years,No,3,40,2,Yes,Ahmedabad,Mobility
S01084,Aarnav Dube,Male,26,PG,Arts,"SQL, Web Dev, App Dev, IoT",Chandigarh,Delhi,Education,EWS,Rural,8.06,61,Full-time,Offline,"English, Regional",1-2 years,No,3,57,2,No,Pune,Governance
S01085,Udant Deep,Male,22,UG,Engineering,Blockchain,Vadodara,Mumbai,IT,EWS,Urban,5.52,57,Full-time,Hybrid,English,2+ years,Yes,0,41,1,Yes,Warangal,Water Supply
S01086,Indira Nath,Male,21,UG,Management,"Marketing, App Dev, Blockchain",Mysuru,Delhi,Agriculture,SC,Aspirational,6.43,65,Full-time,Offline,English,Fresher,Yes,4,97,2,Yes,Chandigarh,Water Supply
S01087,Shravya Edwin,Other,23,UG,Management,"SQL, Java",Surat,Vadodara,Agriculture,ST,Urban,9.86,57,Part-time,Offline,"Regional, English",Fresher,No,6,67,5,Yes,Surat,Mobility
S01088,Chanakya Wadhwa,Other,24,UG,Engineering,Web Dev,Lucknow,Kanpur,Public Policy,SC,Rural,8.32,70,Full-time,Hybrid,"Regional, Hindi",Fresher,Yes,1,96,1,Yes,Gaya,Healthcare
S01089,Eiravati Bhasin,Male,18,UG,Commerce,ML,Durgapur,Chennai,Manufacturing,GEN,Rural,9.22,68,Full-time,Hybrid,English,1-2 years,Yes,6,46,3,No,Jaipur,Mobility
S01090,Darsh Kalla,Male,26,PhD,Management,Blockchain,Mumbai,Pune,Public Policy,GEN,Urban,7.03,56,Part-time,Hybrid,Hindi,Fresher,No,1,96,5,No,Gaya,Waste Management
S01091,Omaja Lanka,Male,22,UG,Arts,Python,Kolkata,Durgapur,Smart Mobility,EWS,Urban,5.47,96,Full-time,Online,"Regional, English",2+ years,Yes,1,62,2,No,Noida,Water Supply
S01092,Reva Dhawan,Female,27,UG,Commerce,"Python, SQL",Bangalore,Mysuru,Public Policy,OBC,Urban,8.08,78,Part-time,Hybrid,"English, Regional",2+ years,Yes,1,46,3,No,Mumbai,Waste Management
S01093,Chandran Rama,Other,24,PhD,Commerce,"Cloud, Marketing, ML",Mumbai,Pune,Agriculture,EWS,Urban,7.19,55,Full-time,Offline,Hindi,1-2 years,Yes,6,89,1,No,Noida,Energy
S01094,Amrita Dasgupta,Other,30,PG,Management,"ML, IoT, Python",Coimbatore,Hyderabad,Research,EWS,Aspirational,7.37,71,Full-time,Hybrid,"Hindi, English",1-2 years,Yes,5,72,3,Yes,Jaipur,Mobility
S01095,Charan Ganesan,Other,20,UG,Commerce,"Web Dev, Java, SQL, Blockchain",Noida,Delhi,E-Governance,EWS,Aspirational,7.24,62,Part-time,Hybrid,"Regional, English",2+ years,Yes,0,68,5,Yes,Kanpur,Waste Management
S01096,Jagat Vasa,Other,25,PG,Commerce,"Marketing, App Dev, Cybersecurity, Web Dev",Chennai,Coimbatore,Finance,SC,Urban,8.55,63,Part-time,Hybrid,Regional,1-2 years,Yes,3,43,1,Yes,Vadodara,Healthcare
S01097,Ranveer Hayre,Male,20,PG,Commerce,"AI, Data Science, SQL",Kolkata,Durgapur,IT,SC,Urban,8.02,73,Part-time,Offline,"Regional, Hindi",2+ years,No,6,82,4,Yes,Nagpur,Healthcare
S01098,Baljiwan Palla,Other,29,UG,Engineering,"IoT, Marketing, Cloud",Chandigarh,Delhi,E-Governance,GEN,Rural,6.2,90,Full-time,Hybrid,English,1-2 years,No,4,95,4,Yes,Bangalore,Healthcare
S01099,Vrinda Basu,Male,23,PhD,Management,"AI, App Dev, ML",Patna,Gaya,Manufacturing,EWS,Rural,5.34,59,Full-time,Offline,Hindi,2+ years,Yes,6,69,3,Yes,Coimbatore,Energy
S01100,Amaira Doctor,Female,26,PG,Arts,Python,Surat,Vadodara,Healthcare,GEN,Rural,7.02,61,Full-time,Offline,"Regional, English",2+ years,No,3,86,5,No,Noida,Water Supply
S01101,Brijesh Sunder,Female,20,UG,Science,"IoT, C++, Cybersecurity, SQL",Mumbai,Pune,Research,GEN,Rural,5.94,69,Part-time,Hybrid,Regional,2+ years,No,4,71,1,No,Delhi,Mobility
S01102,Ekansh Chakraborty,Female,27,UG,Engineering,"Marketing, AI, Java, C++",Durgapur,Chennai,Manufacturing,GEN,Urban,5.93,74,Part-time,Offline,Regional,2+ years,No,0,45,3,No,Chandigarh,Governance
S01103,Jacob Sankar,Female,21,UG,Science,"Python, SQL",Hyderabad,Warangal,Research,SC,Aspirational,5.32,86,Full-time,Offline,"Regional, Hindi",1-2 years,No,5,40,2,No,Gurugram,Waste Management
S01104,Anay Morar,Male,20,PhD,Science,"Web Dev, Public Policy",Chennai,Coimbatore,Finance,ST,Aspirational,7.16,64,Part-time,Hybrid,"Hindi, Regional",2+ years,Yes,1,80,1,Yes,Surat,Water Supply
S01105,Arin Gopal,Male,24,PhD,Arts,"Data Science, App Dev, Python",Warangal,Pune,Education,ST,Urban,5.91,87,Full-time,Hybrid,"Hindi, English",1-2 years,No,1,96,1,No,Pune,Governance
S01106,Lucky Karpe,Male,24,UG,Science,"Python, Blockchain, Web Dev",Vadodara,Delhi,Finance,EWS,Aspirational,5.01,67,Full-time,Hybrid,Hindi,1-2 years,No,4,68,1,Yes,Delhi,Water Supply
S01107,Udyati Nadig,Female,26,PhD,Management,"SQL, Marketing, C++, Cybersecurity",Lucknow,Kanpur,Healthcare,GEN,Rural,5.43,55,Full-time,Offline,"Hindi, Regional",2+ years,Yes,3,66,3,Yes,Mysuru,Governance
S01108,Qushi Gokhale,Female,21,PG,Management,"Cybersecurity, AI, Java, Cloud",Hyderabad,Warangal,Agriculture,ST,Rural,5.76,68,Part-time,Offline,"Regional, Hindi",Fresher,Yes,1,77,3,Yes,Surat,Healthcare
S01109,Oni Pillay,Male,27,PG,Engineering,AI,Pune,Mumbai,IT,GEN,Rural,5.92,60,Full-time,Offline,"Regional, English",Fresher,No,2,55,4,Yes,Hyderabad,Water Supply
S01110,Abhiram Issac,Male,22,UG,Arts,IoT,Bhopal,Indore,Public Policy,GEN,Rural,7.4,80,Part-time,Hybrid,Regional,Fresher,Yes,0,46,1,Yes,Vadodara,Mobility
S01111,Gunbir Swamy,Other,28,PhD,Commerce,"Public Policy, Java, Data Science",Durgapur,Delhi,Manufacturing,ST,Aspirational,8.8,73,Part-time,Offline,"Hindi, Regional",1-2 years,No,6,72,1,No,Durgapur,Governance
S01112,Ranveer Rege,Male,25,PG,Science,"Python, IoT",Chandigarh,Delhi,Manufacturing,GEN,Rural,10.0,70,Full-time,Offline,"Regional, Hindi",2+ years,No,5,93,3,No,Ahmedabad,Healthcare
S01113,David Pant,Other,20,UG,Commerce,"AI, Finance",Bhopal,Indore,E-Governance,EWS,Rural,7.77,68,Part-time,Online,English,2+ years,Yes,0,72,3,No,Lucknow,Waste Management
S01114,Krisha Iyer,Other,21,UG,Engineering,"App Dev, C++, Marketing, Public Policy",Pune,Mumbai,Agriculture,OBC,Urban,9.5,65,Full-time,Online,"Hindi, Regional",2+ years,Yes,5,50,5,Yes,Hyderabad,Healthcare
S01115,Yashodhara Kakar,Male,25,PG,Science,"C++, Python, App Dev, Public Policy",Jaipur,Delhi,Education,ST,Rural,7.15,73,Full-time,Hybrid,"Regional, English",1-2 years,Yes,1,77,2,No,Kolkata,Waste Management
S01116,Omisha Apte,Female,22,PhD,Science,"App Dev, Blockchain, Cloud",Warangal,Hyderabad,E-Governance,SC,Rural,5.58,72,Full-time,Online,"English, Hindi",1-2 years,No,6,68,5,No,Hyderabad,Waste Management
S01117,Nisha Chopra,Other,25,PG,Management,"AI, SQL",Lucknow,Kanpur,Smart Mobility,GEN,Rural,7.58,78,Part-time,Online,English,2+ years,No,6,76,3,No,Surat,Mobility
S01118,Mason Chander,Female,22,PG,Arts,Cybersecurity,Pune,Mumbai,Research,ST,Aspirational,7.71,85,Full-time,Offline,Regional,2+ years,Yes,3,77,5,No,Chennai,Healthcare
S01119,Panini Shankar,Other,24,PG,Engineering,AI,Chandigarh,Delhi,Healthcare,GEN,Urban,5.11,84,Part-time,Offline,English,2+ years,Yes,6,40,2,No,Gurugram,Healthcare
S01120,Udarsh Seshadri,Other,23,UG,Science,"Web Dev, Python, ML",Gurugram,Pune,Public Policy,EWS,Aspirational,7.39,60,Full-time,Hybrid,"Hindi, English",2+ years,Yes,2,51,4,Yes,Bangalore,Healthcare
S01121,Ganga Sawhney,Female,22,PG,Management,Blockchain,Ahmedabad,Surat,Healthcare,OBC,Rural,6.69,59,Part-time,Hybrid,"English, Regional",2+ years,Yes,1,80,4,No,Jaipur,Waste Management
S01122,Chakrika Misra,Male,20,PG,Management,"App Dev, IoT, AI",Hyderabad,Warangal,Healthcare,OBC,Rural,8.85,64,Full-time,Offline,"Regional, English",2+ years,No,1,76,4,Yes,Jaipur,Governance
S01123,Eesha Sarkar,Female,23,PG,Engineering,"IoT, Public Policy, Cloud",Guwahati,Kolkata,IT,EWS,Rural,5.15,56,Part-time,Online,Regional,1-2 years,No,2,68,1,No,Kanpur,Healthcare
S01124,Lakshit Sankar,Male,24,UG,Arts,AI,Pune,Mumbai,Manufacturing,EWS,Urban,9.2,90,Full-time,Online,Regional,Fresher,Yes,0,45,3,Yes,Jaipur,Governance
S01125,Avi Subramaniam,Female,20,PG,Arts,"Blockchain, Marketing, SQL, Finance",Jaipur,Delhi,E-Governance,OBC,Rural,7.19,73,Full-time,Offline,Regional,1-2 years,No,4,53,1,No,Gurugram,Mobility
S01126,Qadim Sagar,Other,26,UG,Management,"Cloud, App Dev, Python, Java",Ahmedabad,Surat,Smart Mobility,GEN,Urban,9.37,75,Part-time,Offline,"Regional, Hindi",2+ years,Yes,0,47,4,No,Nagpur,Mobility
S01127,Peter Kothari,Other,18,UG,Arts,"Public Policy, Python, Blockchain",Guwahati,Kolkata,Manufacturing,OBC,Urban,6.86,87,Full-time,Hybrid,English,1-2 years,No,1,76,2,No,Kolkata,Governance
S01128,Abhimanyu Muni,Male,21,PhD,Engineering,C++,Noida,Delhi,Finance,EWS,Aspirational,9.78,74,Full-time,Offline,Regional,Fresher,No,4,89,2,No,Nagpur,Waste Management
S01129,Yash Gara,Other,25,UG,Arts,App Dev,Indore,Bhopal,Finance,GEN,Rural,8.39,60,Full-time,Offline,Hindi,2+ years,Yes,6,68,1,Yes,Hyderabad,Mobility
S01130,Parth Bansal,Other,22,PG,Science,"Web Dev, Public Policy, Python",Noida,Delhi,E-Governance,EWS,Aspirational,9.28,75,Full-time,Hybrid,English,1-2 years,No,1,58,5,No,Coimbatore,Energy
S01131,Bina Suresh,Female,28,PG,Arts,"IoT, Marketing, ML",Chandigarh,Delhi,Public Policy,ST,Urban,6.42,91,Full-time,Online,Regional,2+ years,No,2,56,4,Yes,Lucknow,Governance
S01132,Faris Dalal,Female,24,PhD,Management,"Blockchain, IoT, Python",Gaya,Hyderabad,Smart Mobility,ST,Urban,7.85,80,Full-time,Hybrid,Hindi,Fresher,Yes,6,78,2,Yes,Surat,Mobility
S01133,Nirja Kala,Male,23,UG,Science,"C++, SQL, Cloud, Java",Indore,Bhopal,Education,ST,Rural,5.34,70,Part-time,Hybrid,"English, Regional",Fresher,No,5,75,2,No,Gurugram,Healthcare
S01134,Anvi Raghavan,Other,25,PG,Management,"Web Dev, Data Science, AI",Ahmedabad,Surat,Finance,GEN,Aspirational,5.65,98,Part-time,Online,"Regional, Hindi",1-2 years,Yes,6,79,5,No,Bangalore,Mobility
S01135,Champak Bora,Other,23,PG,Science,Cybersecurity,Surat,Vadodara,Public Policy,GEN,Aspirational,5.51,69,Part-time,Offline,"English, Regional",Fresher,Yes,3,89,1,No,Guwahati,Mobility
S01136,Hredhaan Shetty,Female,21,PG,Arts,IoT,Gaya,Bangalore,Finance,EWS,Urban,7.67,70,Part-time,Hybrid,"Hindi, English",Fresher,Yes,1,49,5,No,Indore,Waste Management
S01137,Gabriel Prabhu,Female,21,UG,Science,Web Dev,Bhopal,Indore,Research,EWS,Rural,6.76,83,Full-time,Online,Hindi,Fresher,Yes,3,47,5,No,Gurugram,Waste Management
S01138,Mitesh Rattan,Other,18,PG,Engineering,C++,Chandigarh,Delhi,IT,OBC,Rural,7.07,73,Full-time,Offline,"Regional, English",2+ years,Yes,6,93,4,No,Bhopal,Mobility
S01139,Daksha Dhar,Male,27,PhD,Science,Data Science,Bangalore,Mysuru,Research,SC,Urban,7.01,72,Part-time,Hybrid,Regional,Fresher,No,5,54,2,Yes,Chennai,Energy
S01140,Dominic Raja,Male,27,PG,Engineering,"Java, AI, SQL",Patna,Gaya,E-Governance,SC,Rural,5.54,97,Part-time,Hybrid,"Hindi, Regional",1-2 years,No,1,46,3,No,Kanpur,Healthcare
S01141,Aradhana Vohra,Female,18,UG,Management,"Data Science, Cybersecurity, Java, AI",Bhopal,Indore,Agriculture,SC,Rural,6.19,90,Full-time,Hybrid,"English, Regional",1-2 years,Yes,0,95,2,Yes,Nagpur,Energy
S01142,Yashvi Karan,Female,26,PG,Engineering,"App Dev, Marketing, IoT, Blockchain",Vadodara,Bangalore,Healthcare,ST,Aspirational,6.16,92,Full-time,Online,"Hindi, English",2+ years,No,4,72,1,Yes,Chandigarh,Water Supply
S01143,Finn Palan,Female,23,PhD,Arts,"App Dev, Python, Blockchain, Java",Surat,Vadodara,Public Policy,GEN,Aspirational,6.18,90,Part-time,Offline,English,Fresher,Yes,2,77,5,Yes,Mumbai,Mobility
S01144,Hamsini Krishnan,Male,29,PhD,Engineering,"SQL, IoT, Cloud, App Dev",Pune,Mumbai,Smart Mobility,EWS,Aspirational,6.45,87,Full-time,Online,Hindi,1-2 years,Yes,1,46,2,Yes,Guwahati,Governance
S01145,Meghana Chadha,Other,30,PhD,Commerce,"App Dev, Marketing",Gaya,Pune,Manufacturing,OBC,Aspirational,8.16,60,Full-time,Online,"Hindi, Regional",Fresher,Yes,1,81,3,Yes,Mumbai,Governance
S01146,Amol Wason,Female,25,UG,Commerce,"C++, Java",Chandigarh,Delhi,E-Governance,OBC,Urban,5.61,64,Full-time,Hybrid,Regional,Fresher,No,5,46,2,Yes,Nagpur,Mobility
S01147,Robert Rama,Other,21,PG,Management,"IoT, Finance",Delhi,Gurugram,Agriculture,GEN,Urban,6.5,64,Part-time,Online,Hindi,2+ years,Yes,2,53,3,Yes,Gurugram,Energy
S01148,Dhruv Magar,Other,24,PhD,Arts,Data Science,Patna,Gaya,Healthcare,ST,Aspirational,5.26,98,Part-time,Offline,"English, Hindi",Fresher,No,2,83,5,Yes,Coimbatore,Waste Management
S01149,Ayaan Thaman,Female,21,PG,Commerce,C++,Guwahati,Kolkata,Education,SC,Urban,8.7,94,Full-time,Offline,English,Fresher,Yes,5,83,5,Yes,Ahmedabad,Water Supply
S01150,Hema Shetty,Male,21,PG,Arts,"Public Policy, Web Dev",Vadodara,Pune,Smart Mobility,GEN,Aspirational,9.41,66,Full-time,Hybrid,Regional,Fresher,Yes,0,46,1,Yes,Vadodara,Water Supply
S01151,Hemani Borra,Other,24,PhD,Arts,"App Dev, C++, ML, IoT",Mysuru,Chennai,Agriculture,EWS,Aspirational,6.63,69,Full-time,Hybrid,Hindi,2+ years,Yes,3,67,3,No,Gaya,Energy
S01152,Ishanvi Gokhale,Other,18,UG,Arts,"Marketing, Python, ML",Surat,Vadodara,E-Governance,ST,Urban,9.24,88,Full-time,Online,Hindi,2+ years,Yes,6,53,3,Yes,Gaya,Energy
S01153,Edhitha Tandon,Female,18,PG,Engineering,"ML, AI, Public Policy, Python",Patna,Gaya,Research,ST,Rural,6.18,84,Full-time,Hybrid,Regional,2+ years,No,5,53,3,Yes,Gurugram,Healthcare
S01154,Ranveer Kapur,Male,29,PG,Science,AI,Mumbai,Pune,E-Governance,EWS,Rural,8.55,72,Full-time,Hybrid,Hindi,1-2 years,Yes,1,82,5,No,Patna,Healthcare
S01155,Yamini Viswanathan,Female,28,UG,Engineering,"SQL, Cybersecurity, Java, Data Science",Jaipur,Delhi,Smart Mobility,GEN,Urban,7.74,73,Full-time,Offline,Regional,2+ years,Yes,6,95,1,No,Hyderabad,Waste Management
S01156,Kala Gopal,Male,30,UG,Commerce,"Python, Data Science, AI, Finance",Vadodara,Hyderabad,Manufacturing,GEN,Urban,8.31,90,Full-time,Offline,"Regional, Hindi",2+ years,Yes,2,66,1,No,Kanpur,Energy
S01157,Ethan Sant,Other,28,UG,Commerce,Cybersecurity,Warangal,Pune,E-Governance,ST,Rural,5.86,59,Part-time,Offline,English,2+ years,No,1,94,3,Yes,Gurugram,Energy
S01158,Amol Sane,Male,20,PhD,Engineering,"Cybersecurity, IoT, Cloud, SQL",Delhi,Gurugram,Research,SC,Urban,6.96,62,Part-time,Hybrid,Hindi,1-2 years,No,4,88,2,Yes,Ahmedabad,Waste Management
S01159,Ojasvi Divan,Female,26,PG,Commerce,Cloud,Surat,Vadodara,Finance,OBC,Aspirational,6.5,70,Part-time,Offline,English,2+ years,Yes,0,50,1,Yes,Gurugram,Healthcare
S01160,Atharv Kala,Female,30,PG,Commerce,"Python, Cloud, Java, IoT",Mysuru,Delhi,Education,EWS,Rural,7.11,65,Full-time,Hybrid,Hindi,Fresher,No,5,66,5,Yes,Ahmedabad,Mobility
S01161,Geetika Balakrishnan,Male,26,UG,Commerce,"Python, ML, C++",Chandigarh,Delhi,Manufacturing,EWS,Aspirational,6.63,62,Part-time,Online,"English, Hindi",Fresher,No,1,100,1,No,Hyderabad,Governance
S01162,Krish Patla,Female,27,PhD,Engineering,"AI, Web Dev, Cybersecurity",Mumbai,Pune,Education,SC,Rural,9.66,70,Part-time,Offline,Regional,Fresher,No,4,91,3,No,Mysuru,Mobility
S01163,Sachi Sawhney,Female,25,PG,Engineering,"Cloud, Blockchain",Mysuru,Hyderabad,Smart Mobility,EWS,Aspirational,8.12,82,Full-time,Hybrid,Regional,Fresher,Yes,1,75,1,No,Pune,Healthcare
S01164,Niharika Kothari,Male,19,PG,Science,"Marketing, Python, Java, App Dev",Kolkata,Durgapur,Public Policy,EWS,Urban,6.3,84,Full-time,Online,"Hindi, Regional",Fresher,Yes,3,51,1,Yes,Surat,Mobility
S01165,Urmi Saini,Other,21,PG,Arts,"App Dev, Cloud",Gurugram,Mumbai,Smart Mobility,SC,Rural,6.87,71,Part-time,Hybrid,"English, Hindi",2+ years,Yes,2,48,3,Yes,Durgapur,Energy
S01166,Zayyan Pingle,Female,20,PG,Science,"Java, AI",Gaya,Mumbai,IT,EWS,Rural,7.64,94,Full-time,Hybrid,"Hindi, Regional",2+ years,Yes,3,52,2,No,Kolkata,Water Supply
S01167,Faras Bumb,Other,27,PG,Commerce,C++,Bhopal,Indore,Smart Mobility,GEN,Rural,8.91,77,Part-time,Offline,English,2+ years,Yes,0,84,5,Yes,Delhi,Governance
S01168,Bhavika Bora,Female,29,PhD,Engineering,"Finance, Cybersecurity, Public Policy, C++",Warangal,Delhi,Manufacturing,OBC,Aspirational,8.55,58,Part-time,Online,"English, Regional",2+ years,Yes,6,60,1,No,Gurugram,Healthcare
S01169,Zayyan Babu,Male,24,PhD,Arts,"Cloud, IoT, App Dev",Warangal,Hyderabad,Public Policy,EWS,Urban,9.7,59,Part-time,Offline,Regional,1-2 years,Yes,3,59,4,No,Guwahati,Waste Management
S01170,Ishwar Nanda,Other,25,PhD,Arts,App Dev,Bangalore,Mysuru,IT,GEN,Urban,5.72,74,Part-time,Hybrid,Regional,2+ years,Yes,3,62,3,No,Kolkata,Energy
S01171,Jacob Kadakia,Female,27,PhD,Commerce,"Python, App Dev",Mysuru,Mumbai,Public Policy,GEN,Aspirational,8.85,95,Full-time,Online,Regional,Fresher,Yes,6,74,2,Yes,Surat,Energy
S01172,Pahal Dara,Female,26,PG,Engineering,"Blockchain, AI, ML, Cloud",Ahmedabad,Surat,Smart Mobility,OBC,Rural,6.55,56,Full-time,Offline,"Regional, Hindi",1-2 years,No,1,78,4,Yes,Chandigarh,Energy
S01173,Brijesh Loyal,Female,27,PhD,Commerce,"C++, ML, Cybersecurity",Durgapur,Hyderabad,Finance,ST,Rural,6.19,92,Full-time,Online,Hindi,2+ years,No,2,45,2,Yes,Guwahati,Waste Management
S01174,Yochana Saxena,Female,21,PG,Arts,"Public Policy, Web Dev, Data Science",Indore,Bhopal,IT,OBC,Rural,8.61,58,Part-time,Hybrid,English,Fresher,No,2,72,4,No,Indore,Waste Management
S01175,Chatura Memon,Other,30,UG,Science,"ML, IoT, AI, Finance",Vadodara,Delhi,Finance,EWS,Aspirational,5.74,75,Part-time,Offline,"English, Regional",1-2 years,No,0,79,5,Yes,Vadodara,Water Supply
S01176,Umang Nigam,Female,26,PhD,Arts,"ML, App Dev, Finance, IoT",Hyderabad,Warangal,Research,GEN,Urban,5.02,82,Full-time,Offline,Hindi,1-2 years,No,0,96,3,Yes,Durgapur,Water Supply
S01177,Avi Kanda,Female,28,UG,Arts,"Cybersecurity, App Dev",Noida,Delhi,Manufacturing,GEN,Rural,7.02,98,Full-time,Offline,"English, Regional",1-2 years,Yes,5,72,3,No,Durgapur,Governance
